"","GO_ID","Term"
"30125","GO:0034740","TFIIIC-TOP1-SUB1 complex"
"30126","GO:0034741","APC-tubulin-IQGAP1 complex"
"30127","GO:0034743","APC-IQGAP complex"
"30128","GO:0034744","APC-IQGAP1-Cdc42 complex"
"30129","GO:0034745","APC-IQGAP1-Rac1 complex"
"30130","GO:0034746","APC-IQGAP1-CLIP-170 complex"
"30131","GO:0034748","Par3-APC-KIF3A complex"
"30132","GO:0034749","Scrib-APC complex"
"30133","GO:0034750","Scrib-APC-beta-catenin complex"
"30134","GO:0034751","aryl hydrocarbon receptor complex"
"30135","GO:0034752","cytosolic aryl hydrocarbon receptor complex"
"30136","GO:0034753","nuclear aryl hydrocarbon receptor complex"
"30137","GO:0034774","secretory granule lumen"
"30138","GO:0034777","recycling endosome lumen"
"30139","GO:0034967","Set3 complex"
"30140","GO:0034973","Sid2-Mob1 complex"
"30141","GO:0034974","Swi5-Swi2 complex"
"30142","GO:0034977","ABIN2-NFKB1-MAP3K8 complex"
"30143","GO:0034978","PDX1-PBX1b-MRG1 complex"
"30144","GO:0034980","FHL2-CREB complex"
"30145","GO:0034981","FHL3-CREB complex"
"30146","GO:0034985","Ecsit-NDUFAF1 complex"
"30147","GO:0034990","nuclear mitotic cohesin complex"
"30148","GO:0034991","nuclear meiotic cohesin complex"
"30149","GO:0034992","microtubule organizing center attachment site"
"30150","GO:0034993","meiotic nuclear membrane microtubule tethering complex"
"30151","GO:0034995","SC5b-7 complex"
"30152","GO:0034996","RasGAP-Fyn-Lyn-Yes complex"
"30153","GO:0034997","alphav-beta5 integrin-vitronectin complex"
"30154","GO:0034998","oligosaccharyltransferase I complex"
"30155","GO:0034999","oligosaccharyltransferase II complex"
"30156","GO:0035000","oligosaccharyltransferase III complex"
"30157","GO:0035003","subapical complex"
"30158","GO:0035032","phosphatidylinositol 3-kinase complex, class III"
"30159","GO:0035059","RCAF complex"
"30160","GO:0035060","brahma complex"
"30161","GO:0035061","interchromatin granule"
"30162","GO:0035062","omega speckle"
"30163","GO:0035097","histone methyltransferase complex"
"30164","GO:0035098","ESC/E(Z) complex"
"30165","GO:0035101","FACT complex"
"30166","GO:0035102","PRC1 complex"
"30167","GO:0035145","exon-exon junction complex"
"30168","GO:0035182","female germline ring canal outer rim"
"30169","GO:0035183","female germline ring canal inner rim"
"30170","GO:0035189","Rb-E2F complex"
"30171","GO:0035230","cytoneme"
"30172","GO:0035253","ciliary rootlet"
"30173","GO:0035267","NuA4 histone acetyltransferase complex"
"30174","GO:0035301","Hedgehog signaling complex"
"30175","GO:0035323","male germline ring canal"
"30176","GO:0035324","female germline ring canal"
"30177","GO:0035327","transcriptionally active chromatin"
"30178","GO:0035328","transcriptionally silent chromatin"
"30179","GO:0035339","SPOTS complex"
"30180","GO:0035354","Toll-like receptor 1-Toll-like receptor 2 protein complex"
"30181","GO:0035355","Toll-like receptor 2-Toll-like receptor 6 protein complex"
"30182","GO:0035361","Cul8-RING ubiquitin ligase complex"
"30183","GO:0035363","histone locus body"
"30184","GO:0035369","pre-B cell receptor complex"
"30185","GO:0035370","UBC13-UEV1A complex"
"30186","GO:0035371","microtubule plus-end"
"30187","GO:0035448","extrinsic component of thylakoid membrane"
"30188","GO:0035449","extrinsic component of plastid thylakoid membrane"
"30189","GO:0035450","extrinsic component of lumenal side of plastid thylakoid membrane"
"30190","GO:0035451","extrinsic component of stromal side of plastid thylakoid membrane"
"30191","GO:0035452","extrinsic component of plastid membrane"
"30192","GO:0035453","extrinsic component of plastid inner membrane"
"30193","GO:0035454","extrinsic component of stromal side of plastid inner membrane"
"30194","GO:0035517","PR-DUB complex"
"30195","GO:0035525","NF-kappaB p50/p65 complex"
"30196","GO:0035550","urease complex"
"30197","GO:0035577","azurophil granule membrane"
"30198","GO:0035578","azurophil granule lumen"
"30199","GO:0035579","specific granule membrane"
"30200","GO:0035580","specific granule lumen"
"30201","GO:0035618","root hair"
"30202","GO:0035619","root hair tip"
"30203","GO:0035631","CD40 receptor complex"
"30204","GO:0035632","mitochondrial prohibitin complex"
"30205","GO:0035649","Nrd1 complex"
"30206","GO:0035657","eRF1 methyltransferase complex"
"30207","GO:0035658","Mon1-Ccz1 complex"
"30208","GO:0035686","sperm fibrous sheath"
"30209","GO:0035692","macrophage migration inhibitory factor receptor complex"
"30210","GO:0035693","NOS2-CD74 complex"
"30211","GO:0035748","myelin sheath abaxonal region"
"30212","GO:0035749","myelin sheath adaxonal region"
"30213","GO:0035770","ribonucleoprotein granule"
"30214","GO:0035792","host cell postsynaptic membrane"
"30215","GO:0035796","ATP-binding cassette (ABC) transporter complex, transmembrane substrate-binding subunit-containing"
"30216","GO:0035805","egg coat"
"30217","GO:0035808","meiotic recombination initiation complex"
"30218","GO:0035838","growing cell tip"
"30219","GO:0035839","non-growing cell tip"
"30220","GO:0035840","old growing cell tip"
"30221","GO:0035841","new growing cell tip"
"30222","GO:0035842","old cell tip after activation of bipolar cell growth"
"30223","GO:0035843","endonuclear canal"
"30224","GO:0035859","Seh1-associated complex"
"30225","GO:0035861","site of double-strand break"
"30226","GO:0035866","alphav-beta3 integrin-PKCalpha complex"
"30227","GO:0035867","alphav-beta3 integrin-IGF-1-IGF1R complex"
"30228","GO:0035868","alphav-beta3 integrin-HMGB1 complex"
"30229","GO:0035869","ciliary transition zone"
"30230","GO:0035974","meiotic spindle pole body"
"30231","GO:0035976","transcription factor AP-1 complex"
"30232","GO:0035985","senescence-associated heterochromatin focus"
"30233","GO:0035996","rhabdomere microvillus"
"30234","GO:0035997","rhabdomere microvillus membrane"
"30235","GO:0036000","mucocyst"
"30236","GO:0036007","scintillon"
"30237","GO:0036012","cyanelle inner membrane"
"30238","GO:0036013","cyanelle outer membrane"
"30239","GO:0036014","cyanelle intermembrane space"
"30240","GO:0036019","endolysosome"
"30241","GO:0036020","endolysosome membrane"
"30242","GO:0036021","endolysosome lumen"
"30243","GO:0036024","protein C inhibitor-TMPRSS7 complex"
"30244","GO:0036025","protein C inhibitor-TMPRSS11E complex"
"30245","GO:0036026","protein C inhibitor-PLAT complex"
"30246","GO:0036027","protein C inhibitor-PLAU complex"
"30247","GO:0036028","protein C inhibitor-thrombin complex"
"30248","GO:0036029","protein C inhibitor-KLK3 complex"
"30249","GO:0036030","protein C inhibitor-plasma kallikrein complex"
"30250","GO:0036038","MKS complex"
"30251","GO:0036053","glomerular endothelium fenestra"
"30252","GO:0036056","filtration diaphragm"
"30253","GO:0036057","slit diaphragm"
"30254","GO:0036062","presynaptic periactive zone"
"30255","GO:0036063","acroblast"
"30256","GO:0036064","ciliary basal body"
"30257","GO:0036087","glutathione synthase complex"
"30258","GO:0036117","hyaluranon cable"
"30259","GO:0036125","fatty acid beta-oxidation multienzyme complex"
"30260","GO:0036126","sperm flagellum"
"30261","GO:0036128","CatSper complex"
"30262","GO:0036156","inner dynein arm"
"30263","GO:0036157","outer dynein arm"
"30264","GO:0036186","early phagosome membrane"
"30265","GO:0036194","muscle cell projection"
"30266","GO:0036195","muscle cell projection membrane"
"30267","GO:0036224","pairing center"
"30268","GO:0036240","septal periplasm"
"30269","GO:0036266","Cdc48p-Npl4p-Vms1p AAA ATPase complex"
"30270","GO:0036284","tubulobulbar complex"
"30271","GO:0036286","eisosome filament"
"30272","GO:0036338","viral membrane"
"30273","GO:0036362","ascus membrane"
"30274","GO:0036375","Kibra-Ex-Mer complex"
"30275","GO:0036379","myofilament"
"30276","GO:0036387","pre-replicative complex"
"30277","GO:0036389","bacterial pre-replicative complex"
"30278","GO:0036391","medial cortex septin ring"
"30279","GO:0036396","RNA N6-methyladenosine methyltransferase complex"
"30280","GO:0036398","TCR signalosome"
"30281","GO:0036405","anchored component of cell outer membrane"
"30282","GO:0036406","anchored component of periplasmic side of cell outer membrane"
"30283","GO:0036407","mycolate outer membrane"
"30284","GO:0036409","histone H3-K14 acetyltransferase complex"
"30285","GO:0036410","Mst2 histone acetyltransferase complex"
"30286","GO:0036411","H-NS-Cnu complex"
"30287","GO:0036418","intrinsic component of mycolate outer membrane"
"30288","GO:0036419","integral component of mycolate outer membrane"
"30289","GO:0036420","extrinsic component of mycolate outer membrane"
"30290","GO:0036421","extrinsic component of external side of mycolate outer membrane"
"30291","GO:0036436","Isw1a complex"
"30292","GO:0036437","Isw1b complex"
"30293","GO:0036449","microtubule minus-end"
"30294","GO:0036452","ESCRT complex"
"30295","GO:0036454","growth factor complex"
"30296","GO:0036457","keratohyalin granule"
"30297","GO:0036464","cytoplasmic ribonucleoprotein granule"
"30298","GO:0036477","somatodendritic compartment"
"30299","GO:0036488","CHOP-C/EBP complex"
"30300","GO:0036501","UFD1-NPL4 complex"
"30301","GO:0036502","Derlin-1-VIMP complex"
"30302","GO:0036513","Derlin-1 retrotranslocation complex"
"30303","GO:0038037","G protein-coupled receptor dimeric complex"
"30304","GO:0038038","G protein-coupled receptor homodimeric complex"
"30305","GO:0038039","G protein-coupled receptor heterodimeric complex"
"30306","GO:0038045","large latent transforming growth factor-beta complex"
"30307","GO:0038059","IKKalpha-IKKalpha complex"
"30308","GO:0038104","nodal receptor complex"
"30309","GO:0038139","ERBB4-EGFR complex"
"30310","GO:0038140","ERBB4-ERBB3 complex"
"30311","GO:0038141","ERBB4-ERBB4 complex"
"30312","GO:0038142","EGFR:ERBB2 complex"
"30313","GO:0038143","ERBB3:ERBB2 complex"
"30314","GO:0038144","ERBB4:ERBB2 complex"
"30315","GO:0038197","type I interferon receptor complex"
"30316","GO:0038201","TOR complex"
"30317","GO:0039615","T=1 icosahedral viral capsid"
"30318","GO:0039616","T=2 icosahedral viral capsid"
"30319","GO:0039617","T=3 icosahedral viral capsid"
"30320","GO:0039618","T=pseudo3 icosahedral viral capsid"
"30321","GO:0039619","T=4 icosahedral viral capsid"
"30322","GO:0039620","T=7 icosahedral viral capsid"
"30323","GO:0039621","T=13 icosahedral viral capsid"
"30324","GO:0039622","T=16 icosahedral viral capsid"
"30325","GO:0039623","T=25 icosahedral viral capsid"
"30326","GO:0039624","viral outer capsid"
"30327","GO:0039625","viral inner capsid"
"30328","GO:0039626","viral intermediate capsid"
"30329","GO:0039627","T=147 icosahedral capsid"
"30330","GO:0039628","T=169 icosahedral viral capsid"
"30331","GO:0039629","T=219 icosahedral capsid"
"30332","GO:0039641","viral inner membrane"
"30333","GO:0039642","virion nucleoid"
"30334","GO:0039643","host cell viral nucleoid"
"30335","GO:0039658","TBK1-IKKE-DDX3 complex"
"30336","GO:0039661","host organelle outer membrane"
"30337","GO:0039662","host cell outer membrane"
"30338","GO:0039670","viral capsid, turret"
"30339","GO:0039679","viral occlusion body"
"30340","GO:0039713","viral factory"
"30341","GO:0039714","cytoplasmic viral factory"
"30342","GO:0039715","nuclear viral factory"
"30343","GO:0039716","viroplasm viral factory"
"30344","GO:0039717","spherule viral factory"
"30345","GO:0039718","double membrane vesicle viral factory"
"30346","GO:0039719","tube viral factory"
"30347","GO:0039720","virogenic stroma"
"30348","GO:0039721","peristromal region viral factory"
"30349","GO:0042022","interleukin-12 receptor complex"
"30350","GO:0042025","host cell nucleus"
"30351","GO:0042101","T cell receptor complex"
"30352","GO:0042105","alpha-beta T cell receptor complex"
"30353","GO:0042106","gamma-delta T cell receptor complex"
"30354","GO:0042151","nematocyst"
"30355","GO:0042170","plastid membrane"
"30356","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network"
"30357","GO:0042272","nuclear RNA export factor complex"
"30358","GO:0042382","paraspeckles"
"30359","GO:0042383","sarcolemma"
"30360","GO:0042385","myosin III complex"
"30361","GO:0042405","nuclear inclusion body"
"30362","GO:0042406","extrinsic component of endoplasmic reticulum membrane"
"30363","GO:0042470","melanosome"
"30364","GO:0042555","MCM complex"
"30365","GO:0042564","NLS-dependent protein nuclear import complex"
"30366","GO:0042565","RNA nuclear export complex"
"30367","GO:0042566","hydrogenosome"
"30368","GO:0042567","insulin-like growth factor ternary complex"
"30369","GO:0042568","insulin-like growth factor binary complex"
"30370","GO:0042571","immunoglobulin complex, circulating"
"30371","GO:0042575","DNA polymerase complex"
"30372","GO:0042579","microbody"
"30373","GO:0042580","mannosome"
"30374","GO:0042581","specific granule"
"30375","GO:0042582","azurophil granule"
"30376","GO:0042583","chromaffin granule"
"30377","GO:0042584","chromaffin granule membrane"
"30378","GO:0042585","germinal vesicle"
"30379","GO:0042587","glycogen granule"
"30380","GO:0042588","zymogen granule"
"30381","GO:0042589","zymogen granule membrane"
"30382","GO:0042597","periplasmic space"
"30383","GO:0042599","lamellar body"
"30384","GO:0042600","egg chorion"
"30385","GO:0042601","endospore-forming forespore"
"30386","GO:0042603","capsule"
"30387","GO:0042611","MHC protein complex"
"30388","GO:0042612","MHC class I protein complex"
"30389","GO:0042613","MHC class II protein complex"
"30390","GO:0042622","photoreceptor outer segment membrane"
"30391","GO:0042627","chylomicron"
"30392","GO:0042629","mast cell granule"
"30393","GO:0042641","actomyosin"
"30394","GO:0042642","actomyosin, myosin complex part"
"30395","GO:0042644","chloroplast nucleoid"
"30396","GO:0042645","mitochondrial nucleoid"
"30397","GO:0042646","plastid nucleoid"
"30398","GO:0042647","proplastid nucleoid"
"30399","GO:0042648","chloroplast chromosome"
"30400","GO:0042649","prothylakoid"
"30401","GO:0042650","prothylakoid membrane"
"30402","GO:0042651","thylakoid membrane"
"30403","GO:0042652","mitochondrial respiratory chain complex I, peripheral segment"
"30404","GO:0042653","mitochondrial respiratory chain complex I, membrane segment"
"30405","GO:0042709","succinate-CoA ligase complex"
"30406","GO:0042716","plasma membrane-derived chromatophore"
"30407","GO:0042717","plasma membrane-derived chromatophore membrane"
"30408","GO:0042718","yolk granule"
"30409","GO:0042719","mitochondrial intermembrane space protein transporter complex"
"30410","GO:0042720","mitochondrial inner membrane peptidase complex"
"30411","GO:0042721","TIM22 mitochondrial import inner membrane insertion complex"
"30412","GO:0042729","DASH complex"
"30413","GO:0042734","presynaptic membrane"
"30414","GO:0042735","protein body"
"30415","GO:0042757","giant axon"
"30416","GO:0042763","intracellular immature spore"
"30417","GO:0042764","ascospore-type prospore"
"30418","GO:0042765","GPI-anchor transamidase complex"
"30419","GO:0042788","polysomal ribosome"
"30420","GO:0042807","central vacuole"
"30421","GO:0042824","MHC class I peptide loading complex"
"30422","GO:0042825","TAP complex"
"30423","GO:0042827","platelet dense granule"
"30424","GO:0042995","cell projection"
"30425","GO:0043005","neuron projection"
"30426","GO:0043020","NADPH oxidase complex"
"30427","GO:0043025","neuronal cell body"
"30428","GO:0043033","isoamylase complex"
"30429","GO:0043034","costamere"
"30430","GO:0043036","starch grain"
"30431","GO:0043073","germ cell nucleus"
"30432","GO:0043076","megasporocyte nucleus"
"30433","GO:0043078","polar nucleus"
"30434","GO:0043079","antipodal cell nucleus"
"30435","GO:0043082","megagametophyte egg cell nucleus"
"30436","GO:0043083","synaptic cleft"
"30437","GO:0043159","acrosomal matrix"
"30438","GO:0043160","acrosomal lumen"
"30439","GO:0043186","P granule"
"30440","GO:0043188","cell septum edging"
"30441","GO:0043189","H4/H2A histone acetyltransferase complex"
"30442","GO:0043190","ATP-binding cassette (ABC) transporter complex"
"30443","GO:0043194","axon initial segment"
"30444","GO:0043195","terminal bouton"
"30445","GO:0043196","varicosity"
"30446","GO:0043197","dendritic spine"
"30447","GO:0043198","dendritic shaft"
"30448","GO:0043202","lysosomal lumen"
"30449","GO:0043203","axon hillock"
"30450","GO:0043204","perikaryon"
"30451","GO:0043209","myelin sheath"
"30452","GO:0043218","compact myelin"
"30453","GO:0043219","lateral loop"
"30454","GO:0043220","Schmidt-Lanterman incisure"
"30455","GO:0043223","cytoplasmic SCF ubiquitin ligase complex"
"30456","GO:0043224","nuclear SCF ubiquitin ligase complex"
"30457","GO:0043226","organelle"
"30458","GO:0043227","membrane-bounded organelle"
"30459","GO:0043228","non-membrane-bounded organelle"
"30460","GO:0043229","intracellular organelle"
"30461","GO:0043230","extracellular organelle"
"30462","GO:0043231","intracellular membrane-bounded organelle"
"30463","GO:0043232","intracellular non-membrane-bounded organelle"
"30464","GO:0043233","organelle lumen"
"30465","GO:0043235","receptor complex"
"30466","GO:0043240","Fanconi anaemia nuclear complex"
"30467","GO:0043245","extraorganismal space"
"30468","GO:0043246","megasome"
"30469","GO:0043253","chloroplast ribosome"
"30470","GO:0043256","laminin complex"
"30471","GO:0043257","laminin-8 complex"
"30472","GO:0043258","laminin-9 complex"
"30473","GO:0043259","laminin-10 complex"
"30474","GO:0043260","laminin-11 complex"
"30475","GO:0043261","laminin-12 complex"
"30476","GO:0043263","cellulosome"
"30477","GO:0043264","extracellular non-membrane-bounded organelle"
"30478","GO:0043265","ectoplasm"
"30479","GO:0043291","RAVE complex"
"30480","GO:0043292","contractile fiber"
"30481","GO:0043293","apoptosome"
"30482","GO:0043294","mitochondrial glutamate synthase complex (NADH)"
"30483","GO:0043296","apical junction complex"
"30484","GO:0043332","mating projection tip"
"30485","GO:0043384","pre-T cell receptor complex"
"30486","GO:0043493","viral terminase complex"
"30487","GO:0043494","CLRC complex"
"30488","GO:0043505","CENP-A containing nucleosome"
"30489","GO:0043509","activin A complex"
"30490","GO:0043510","activin B complex"
"30491","GO:0043511","inhibin complex"
"30492","GO:0043512","inhibin A complex"
"30493","GO:0043513","inhibin B complex"
"30494","GO:0043514","interleukin-12 complex"
"30495","GO:0043527","tRNA methyltransferase complex"
"30496","GO:0043528","tRNA (m2G10) methyltransferase complex"
"30497","GO:0043529","GET complex"
"30498","GO:0043540","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex"
"30499","GO:0043541","UDP-N-acetylglucosamine transferase complex"
"30500","GO:0043564","Ku70:Ku80 complex"
"30501","GO:0043590","bacterial nucleoid"
"30502","GO:0043591","endospore external encapsulating structure"
"30503","GO:0043592","exosporium"
"30504","GO:0043593","endospore coat"
"30505","GO:0043594","outer endospore membrane"
"30506","GO:0043595","endospore cortex"
"30507","GO:0043596","nuclear replication fork"
"30508","GO:0043597","cytoplasmic replication fork"
"30509","GO:0043598","cytoplasmic DNA replication factor C complex"
"30510","GO:0043599","nuclear DNA replication factor C complex"
"30511","GO:0043600","cytoplasmic replisome"
"30512","GO:0043601","nuclear replisome"
"30513","GO:0043614","multi-eIF complex"
"30514","GO:0043625","delta DNA polymerase complex"
"30515","GO:0043626","PCNA complex"
"30516","GO:0043655","host extracellular space"
"30517","GO:0043656","host intracellular region"
"30518","GO:0043657","host cell"
"30519","GO:0043658","host symbiosome"
"30520","GO:0043659","symbiosome"
"30521","GO:0043660","bacteroid-containing symbiosome"
"30522","GO:0043661","peribacteroid membrane"
"30523","GO:0043662","peribacteroid fluid"
"30524","GO:0043663","host bacteroid-containing symbiosome"
"30525","GO:0043664","host peribacteroid membrane"
"30526","GO:0043665","host peribacteroid fluid"
"30527","GO:0043667","pollen wall"
"30528","GO:0043668","exine"
"30529","GO:0043669","ectexine"
"30530","GO:0043670","foot layer"
"30531","GO:0043671","endexine"
"30532","GO:0043672","nexine"
"30533","GO:0043673","sexine"
"30534","GO:0043674","columella"
"30535","GO:0043675","sculpture element"
"30536","GO:0043676","tectum"
"30537","GO:0043678","intine"
"30538","GO:0043679","axon terminus"
"30539","GO:0043680","filiform apparatus"
"30540","GO:0043684","type IV secretion system complex"
"30541","GO:0043698","iridosome"
"30542","GO:0043699","leucosome"
"30543","GO:0043700","pterinosome"
"30544","GO:0043701","cyanosome"
"30545","GO:0043702","carotenoid vesicle"
"30546","GO:0043769","Tpg-containing telomere binding complex"
"30547","GO:0043845","DNA polymerase III, proofreading complex"
"30548","GO:0043846","DNA polymerase III, clamp loader complex"
"30549","GO:0043847","DNA polymerase III, clamp loader chi/psi subcomplex"
"30550","GO:0043850","RecFOR complex"
"30551","GO:0043853","methanol-CoM methyltransferase complex"
"30552","GO:0044084","host cell membrane pore complex"
"30553","GO:0044094","host cell nuclear part"
"30554","GO:0044095","host cell nucleoplasm"
"30555","GO:0044096","type IV pilus"
"30556","GO:0044099","polar tube"
"30557","GO:0044100","sporoplasm"
"30558","GO:0044155","host caveola"
"30559","GO:0044156","host cell junction"
"30560","GO:0044157","host cell projection"
"30561","GO:0044158","host cell wall"
"30562","GO:0044159","host thylakoid"
"30563","GO:0044160","host thylakoid membrane"
"30564","GO:0044161","host cell cytoplasmic vesicle"
"30565","GO:0044162","host cell cytoplasmic vesicle membrane"
"30566","GO:0044163","host cytoskeleton"
"30567","GO:0044164","host cell cytosol"
"30568","GO:0044165","host cell endoplasmic reticulum"
"30569","GO:0044166","host cell endoplasmic reticulum lumen"
"30570","GO:0044167","host cell endoplasmic reticulum membrane"
"30571","GO:0044168","host cell rough endoplasmic reticulum"
"30572","GO:0044169","host cell rough endoplasmic reticulum membrane"
"30573","GO:0044170","host cell smooth endoplasmic reticulum"
"30574","GO:0044171","host cell smooth endoplasmic reticulum membrane"
"30575","GO:0044172","host cell endoplasmic reticulum-Golgi intermediate compartment"
"30576","GO:0044173","host cell endoplasmic reticulum-Golgi intermediate compartment membrane"
"30577","GO:0044174","host cell endosome"
"30578","GO:0044175","host cell endosome membrane"
"30579","GO:0044176","host cell filopodium"
"30580","GO:0044177","host cell Golgi apparatus"
"30581","GO:0044178","host cell Golgi membrane"
"30582","GO:0044184","host cell late endosome"
"30583","GO:0044185","host cell late endosome membrane"
"30584","GO:0044186","host cell lipid droplet"
"30585","GO:0044187","host cell lysosome"
"30586","GO:0044188","host cell lysosomal membrane"
"30587","GO:0044190","host cell mitochondrial envelope"
"30588","GO:0044191","host cell mitochondrial membrane"
"30589","GO:0044192","host cell mitochondrial inner membrane"
"30590","GO:0044193","host cell mitochondrial outer membrane"
"30591","GO:0044194","cytolytic granule"
"30592","GO:0044195","nucleoplasmic reticulum"
"30593","GO:0044196","host cell nucleolus"
"30594","GO:0044199","host cell nuclear envelope"
"30595","GO:0044200","host cell nuclear membrane"
"30596","GO:0044201","host cell nuclear inner membrane"
"30597","GO:0044202","host cell nuclear outer membrane"
"30598","GO:0044203","host cell nuclear lamina"
"30599","GO:0044204","host cell nuclear matrix"
"30600","GO:0044207","translation initiation ternary complex"
"30601","GO:0044214","spanning component of plasma membrane"
"30602","GO:0044217","other organism part"
"30603","GO:0044218","other organism cell membrane"
"30604","GO:0044219","host cell plasmodesma"
"30605","GO:0044220","host cell perinuclear region of cytoplasm"
"30606","GO:0044221","host cell synapse"
"30607","GO:0044222","anammoxosome"
"30608","GO:0044223","pirellulosome"
"30609","GO:0044224","juxtaparanode region of axon"
"30610","GO:0044225","apical pole of neuron"
"30611","GO:0044226","basal pole of neuron"
"30612","GO:0044227","methane-oxidizing organelle"
"30613","GO:0044228","host cell surface"
"30614","GO:0044229","host cell periplasmic space"
"30615","GO:0044230","host cell envelope"
"30616","GO:0044231","host cell presynaptic membrane"
"30617","GO:0044232","organelle membrane contact site"
"30618","GO:0044233","mitochondria-associated endoplasmic reticulum membrane"
"30619","GO:0044280","subplasmalemmal coating"
"30620","GO:0044284","mitochondrial crista junction"
"30621","GO:0044286","peg and socket contact"
"30622","GO:0044288","puncta adhaerentia"
"30623","GO:0044289","mitochondrial inner-outer membrane contact site"
"30624","GO:0044290","mitochondrial intracristal space"
"30625","GO:0044291","cell-cell contact zone"
"30626","GO:0044292","dendrite terminus"
"30627","GO:0044293","dendriole"
"30628","GO:0044294","dendritic growth cone"
"30629","GO:0044295","axonal growth cone"
"30630","GO:0044296","dendritic tuft"
"30631","GO:0044297","cell body"
"30632","GO:0044298","cell body membrane"
"30633","GO:0044299","C-fiber"
"30634","GO:0044300","cerebellar mossy fiber"
"30635","GO:0044301","climbing fiber"
"30636","GO:0044302","dentate gyrus mossy fiber"
"30637","GO:0044303","axon collateral"
"30638","GO:0044304","main axon"
"30639","GO:0044305","calyx of Held"
"30640","GO:0044306","neuron projection terminus"
"30641","GO:0044307","dendritic branch"
"30642","GO:0044308","axonal spine"
"30643","GO:0044309","neuron spine"
"30644","GO:0044310","osmiophilic body"
"30645","GO:0044311","exoneme"
"30646","GO:0044312","crystalloid"
"30647","GO:0044316","cone cell pedicle"
"30648","GO:0044317","rod spherule"
"30649","GO:0044322","endoplasmic reticulum quality control compartment"
"30650","GO:0044326","dendritic spine neck"
"30651","GO:0044327","dendritic spine head"
"30652","GO:0044352","pinosome"
"30653","GO:0044353","micropinosome"
"30654","GO:0044354","macropinosome"
"30655","GO:0044383","host chromosome"
"30656","GO:0044384","host outer membrane"
"30657","GO:0044385","integral to membrane of host cell"
"30658","GO:0044386","integral to host endoplasmic reticulum membrane"
"30659","GO:0044391","ribosomal subunit"
"30660","GO:0044393","microspike"
"30661","GO:0044423","virion component"
"30662","GO:0044530","supraspliceosomal complex"
"30663","GO:0044538","host cell periphery"
"30664","GO:0044545","NSL complex"
"30665","GO:0044567","primary cell wall cellulose synthase complex"
"30666","GO:0044568","secondary cell wall cellulose synthase complex"
"30667","GO:0044569","[Ni-Fe] hydrogenase complex"
"30668","GO:0044570","starch utilization system complex"
"30669","GO:0044599","AP-5 adaptor complex"
"30670","GO:0044609","DBIRD complex"
"30671","GO:0044611","nuclear pore inner ring"
"30672","GO:0044612","nuclear pore linkers"
"30673","GO:0044613","nuclear pore central transport channel"
"30674","GO:0044614","nuclear pore cytoplasmic filaments"
"30675","GO:0044615","nuclear pore nuclear basket"
"30676","GO:0044647","host-symbiont bicellular tight junction"
"30677","GO:0044665","MLL1/2 complex"
"30678","GO:0044666","MLL3/4 complex"
"30679","GO:0044672","acetyl-CoA decarbonylase/synthase-carbon monoxide dehydrogenase complex"
"30680","GO:0044673","7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase complex"
"30681","GO:0044674","methyl coenzyme M reductase complex"
"30682","GO:0044675","formyl-methanofuran dehydrogenase (tungsten enzyme) complex"
"30683","GO:0044676","formyl-methanofuran dehydrogenase (molybdenum enzyme) complex"
"30684","GO:0044677","methyl-tetrahydromethanopterin:coenzyme M methyltransferase complex"
"30685","GO:0044678","CoB-CoM heterodisulfide reductase complex"
"30686","GO:0044679","methanophenazine reducing hydrogenase complex"
"30687","GO:0044680","methylthiol:coenzyme M methyltransferase complex"
"30688","GO:0044681","sulfopyruvate decarboxylase complex"
"30689","GO:0044695","Dsc E3 ubiquitin ligase complex"
"30690","GO:0044697","HICS complex"
"30691","GO:0044731","Ost-alpha/Ost-beta complex"
"30692","GO:0044732","mitotic spindle pole body"
"30693","GO:0044753","amphisome"
"30694","GO:0044754","autolysosome"
"30695","GO:0044775","DNA polymerase III, beta sliding clamp processivity factor complex"
"30696","GO:0044776","DNA polymerase III, core complex"
"30697","GO:0044777","single-stranded DNA-binding protein complex"
"30698","GO:0044796","DNA polymerase processivity factor complex"
"30699","GO:0044799","NarGHI complex"
"30700","GO:0044815","DNA packaging complex"
"30701","GO:0044816","Nsk1-Dlc1 complex"
"30702","GO:0044834","retroviral intasome"
"30703","GO:0044840","gut granule"
"30704","GO:0044841","gut granule membrane"
"30705","GO:0044842","gut granule lumen"
"30706","GO:0044853","plasma membrane raft"
"30707","GO:0045009","chitosome"
"30708","GO:0045025","mitochondrial degradosome"
"30709","GO:0045092","interleukin-18 receptor complex"
"30710","GO:0045095","keratin filament"
"30711","GO:0045098","type III intermediate filament"
"30712","GO:0045111","intermediate filament cytoskeleton"
"30713","GO:0045120","pronucleus"
"30714","GO:0045121","membrane raft"
"30715","GO:0045160","myosin I complex"
"30716","GO:0045169","fusome"
"30717","GO:0045170","spectrosome"
"30718","GO:0045171","intercellular bridge"
"30719","GO:0045172","germline ring canal"
"30720","GO:0045177","apical part of cell"
"30721","GO:0045178","basal part of cell"
"30722","GO:0045179","apical cortex"
"30723","GO:0045180","basal cortex"
"30724","GO:0045202","synapse"
"30725","GO:0045203","integral component of cell outer membrane"
"30726","GO:0045211","postsynaptic membrane"
